PurchaseID,Date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35
1080,7/13/2001,butter,beef,tortillas,butter,paper towels,eggs,all- purpose,cheeses,pasta,lunch meat,paper towels,spaghetti sauce,eggs,sandwich loaves,all- purpose,toilet paper,mixes,tortillas,fruits,waffles,toilet paper,toilet paper,,,,,,,,,,,,,
1081,7/14/2001,paper towels,beef,aluminum foil,yogurt,flour,juice,flour,ice cream,poultry,milk,waffles,all- purpose,juice,lunch meat,dishwashing liquid/detergent,all- purpose,ice cream,sugar,vegetables,coffee/tea,vegetables,aluminum foil,fruits,waffles,,,,,,,,,,,
1082,7/14/2001,vegetables,mixes,fruits,dishwashing liquid/detergent,hand soap,cereals,lunch meat,soap,waffles,sugar,lunch meat,shampoo,dishwashing liquid/detergent,butter,flour,individual meals,juice,flour,butter,eggs,vegetables,tortillas,poultry,,,,,,,,,,,,
1083,7/15/2001,soap,waffles,ice cream,individual meals,all- purpose,soda,bagels,lunch meat,vegetables,dinner rolls,shampoo,flour,spaghetti sauce,all- purpose,juice,coffee/tea,soap,laundry detergent,vegetables,laundry detergent,poultry,ice cream,sandwich loaves,sandwich loaves,cereals,pork,flour,poultry,shampoo,milk,pork,,,,
1084,7/15/2001,yogurt,soda,toilet paper,individual meals,aluminum foil,coffee/tea,juice,butter,ice cream,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,
1085,7/16/2001,vegetables,individual meals,soda,spaghetti sauce,pork,vegetables,spaghetti sauce,eggs,cheeses,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,7/16/2001,dishwashing liquid/detergent,vegetables,sandwich loaves,pasta,juice,aluminum foil,shampoo,soda,hand soap,milk,vegetables,,,,,,,,,,,,,,,,,,,,,,,,
1087,7/16/2001,sugar,fruits,pasta,milk,lunch meat,lunch meat,soda,milk,all- purpose,paper towels,vegetables,soda,yogurt,soap,spaghetti sauce,dishwashing liquid/detergent,vegetables,flour,cereals,ice cream,ice cream,coffee/tea,beef,vegetables,dinner rolls,,,,,,,,,,
1088,7/17/2001,poultry,dinner rolls,fruits,eggs,shampoo,soda,bagels,paper towels,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,7/18/2001,all- purpose,waffles,spaghetti sauce,sugar,hand soap,beef,juice,sandwich loaves,shampoo,aluminum foil,dinner rolls,shampoo,ice cream,pasta,vegetables,soap,eggs,laundry detergent,shampoo,pasta,vegetables,ketchup,soda,poultry,sandwich loaves,lunch meat,vegetables,paper towels,spaghetti sauce,sugar,poultry,laundry detergent,,,
1090,7/18/2001,toilet paper,sandwich loaves,sandwich loaves,hand soap,poultry,ketchup,sugar,fruits,fruits,sandwich bags,cheeses,flour,vegetables,shampoo,,,,,,,,,,,,,,,,,,,,,
1091,7/19/2001,vegetables,ketchup,sandwich bags,dinner rolls,vegetables,dishwashing liquid/detergent,beef,cereals,poultry,pasta,spaghetti sauce,bagels,paper towels,sandwich bags,milk,vegetables,butter,coffee/tea,toilet paper,pasta,shampoo,eggs,vegetables,sugar,cheeses,ice cream,vegetables,vegetables,yogurt,poultry,pork,cheeses,toilet paper,,
1092,7/20/2001,lunch meat,ice cream,tortillas,pork,cheeses,cereals,coffee/tea,cheeses,yogurt,vegetables,vegetables,shampoo,dinner rolls,coffee/tea,waffles,vegetables,,,,,,,,,,,,,,,,,,,
1093,7/21/2001,pork,ketchup,sandwich bags,waffles,toilet paper,pasta,individual meals,cheeses,shampoo,ice cream,pasta,individual meals,toilet paper,pork,poultry,fruits,pork,pork,soap,juice,ketchup,,,,,,,,,,,,,,
1094,7/21/2001,paper towels,all- purpose,cheeses,shampoo,waffles,mixes,individual meals,waffles,sandwich bags,spaghetti sauce,sandwich bags,pasta,shampoo,beef,ice cream,soap,juice,bagels,juice,vegetables,hand soap,waffles,,,,,,,,,,,,,
1095,7/22/2001,ice cream,butter,all- purpose,laundry detergent,shampoo,coffee/tea,paper towels,soap,spaghetti sauce,cheeses,vegetables,sandwich loaves,individual meals,paper towels,dinner rolls,toilet paper,individual meals,sandwich bags,milk,cereals,poultry,sugar,,,,,,,,,,,,,
1096,7/22/2001,vegetables,ice cream,individual meals,dishwashing liquid/detergent,spaghetti sauce,hand soap,eggs,soap,all- purpose,fruits,lunch meat,sugar,individual meals,sugar,vegetables,ketchup,cereals,sugar,lunch meat,milk,eggs,beef,waffles,all- purpose,tortillas,eggs,vegetables,,,,,,,,
1097,7/22/2001,sandwich bags,flour,milk,sandwich bags,vegetables,dishwashing liquid/detergent,cereals,yogurt,ice cream,spaghetti sauce,eggs,soda,soap,vegetables,vegetables,paper towels,coffee/tea,butter,tortillas,cheeses,vegetables,poultry,pasta,vegetables,pasta,mixes,shampoo,,,,,,,,
1098,7/23/2001,aluminum foil,dinner rolls,eggs,spaghetti sauce,aluminum foil,soda,lunch meat,milk,milk,vegetables,toilet paper,coffee/tea,soap,dinner rolls,beef,soda,sugar,butter,flour,sugar,soda,individual meals,dinner rolls,ice cream,yogurt,cheeses,cheeses,,,,,,,,
1099,7/24/2001,cheeses,sugar,sandwich bags,poultry,yogurt,dishwashing liquid/detergent,vegetables,individual meals,vegetables,vegetables,soap,bagels,spaghetti sauce,waffles,butter,vegetables,,,,,,,,,,,,,,,,,,,
1100,7/24/2001,dinner rolls,cereals,beef,sugar,coffee/tea,coffee/tea,lunch meat,pasta,soap,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,7/25/2001,tortillas,laundry detergent,mixes,poultry,individual meals,bagels,vegetables,tortillas,juice,laundry detergent,waffles,,,,,,,,,,,,,,,,,,,,,,,,
1102,7/26/2001,cheeses,pasta,soda,vegetables,vegetables,poultry,sandwich bags,poultry,cereals,vegetables,hand soap,,,,,,,,,,,,,,,,,,,,,,,,
1103,7/26/2001,dinner rolls,coffee/tea,hand soap,ice cream,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,7/27/2001,sandwich bags,yogurt,laundry detergent,laundry detergent,dinner rolls,pasta,flour,sugar,pasta,soda,,,,,,,,,,,,,,,,,,,,,,,,,
1105,7/27/2001,cheeses,dinner rolls,coffee/tea,sandwich loaves,ketchup,coffee/tea,beef,coffee/tea,coffee/tea,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,7/28/2001,vegetables,flour,coffee/tea,lunch meat,spaghetti sauce,cereals,sandwich loaves,vegetables,butter,flour,vegetables,ice cream,paper towels,paper towels,sandwich loaves,sugar,pork,all- purpose,pork,sandwich loaves,lunch meat,eggs,coffee/tea,individual meals,,,,,,,,,,,
1107,7/29/2001,vegetables,shampoo,pasta,mixes,tortillas,mixes,ketchup,juice,mixes,ice cream,ketchup,paper towels,laundry detergent,fruits,mixes,cereals,coffee/tea,yogurt,lunch meat,toilet paper,vegetables,butter,all- purpose,yogurt,eggs,shampoo,waffles,coffee/tea,cheeses,vegetables,aluminum foil,spaghetti sauce,,,
1108,7/30/2001,aluminum foil,toilet paper,ice cream,cheeses,laundry detergent,lunch meat,soap,all- purpose,soap,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,7/30/2001,paper towels,vegetables,bagels,juice,vegetables,lunch meat,toilet paper,vegetables,poultry,pork,shampoo,hand soap,sandwich loaves,individual meals,yogurt,tortillas,poultry,vegetables,milk,all- purpose,all- purpose,bagels,dinner rolls,flour,toilet paper,sugar,poultry,hand soap,sandwich loaves,,,,,,
1110,7/30/2001,aluminum foil,ice cream,sandwich bags,vegetables,sandwich bags,waffles,dinner rolls,tortillas,yogurt,bagels,cereals,juice,toilet paper,ice cream,paper towels,lunch meat,hand soap,bagels,sandwich loaves,sandwich bags,individual meals,soap,dishwashing liquid/detergent,sandwich loaves,waffles,butter,dinner rolls,coffee/tea,paper towels,sugar,pasta,coffee/tea,eggs,,
1111,7/31/2001,cereals,soap,vegetables,poultry,sugar,beef,aluminum foil,cereals,milk,flour,lunch meat,,,,,,,,,,,,,,,,,,,,,,,,
1112,8/1/2001,pasta,soda,beef,vegetables,vegetables,juice,vegetables,eggs,vegetables,dinner rolls,vegetables,ketchup,sugar,fruits,sugar,milk,ice cream,soda,all- purpose,toilet paper,beef,milk,cheeses,vegetables,dishwashing liquid/detergent,,,,,,,,,,
1113,8/2/2001,dinner rolls,bagels,ice cream,shampoo,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,8/2/2001,vegetables,pork,waffles,vegetables,dishwashing liquid/detergent,ketchup,vegetables,individual meals,ice cream,spaghetti sauce,cheeses,ketchup,fruits,hand soap,eggs,all- purpose,sandwich loaves,tortillas,,,,,,,,,,,,,,,,,
1115,8/3/2001,tortillas,individual meals,aluminum foil,dishwashing liquid/detergent,coffee/tea,dinner rolls,coffee/tea,cheeses,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,8/4/2001,ice cream,sandwich bags,cereals,aluminum foil,juice,soap,all- purpose,sugar,soda,juice,individual meals,beef,sugar,pork,laundry detergent,tortillas,beef,waffles,poultry,soda,beef,,,,,,,,,,,,,,
1117,8/4/2001,cereals,all- purpose,poultry,juice,cereals,sugar,fruits,coffee/tea,individual meals,dishwashing liquid/detergent,lunch meat,soap,laundry detergent,mixes,bagels,aluminum foil,bagels,beef,juice,individual meals,poultry,poultry,bagels,all- purpose,juice,cheeses,lunch meat,butter,,,,,,,
1118,8/5/2001,spaghetti sauce,sandwich loaves,juice,ice cream,poultry,vegetables,mixes,shampoo,juice,laundry detergent,pasta,mixes,sandwich bags,vegetables,yogurt,vegetables,aluminum foil,cheeses,fruits,spaghetti sauce,ketchup,aluminum foil,soda,bagels,individual meals,fruits,laundry detergent,yogurt,yogurt,milk,butter,,,,
1119,8/6/2001,ice cream,vegetables,juice,sandwich loaves,coffee/tea,eggs,lunch meat,individual meals,paper towels,sandwich bags,fruits,sandwich bags,juice,laundry detergent,aluminum foil,dishwashing liquid/detergent,flour,dishwashing liquid/detergent,pasta,cereals,beef,beef,yogurt,spaghetti sauce,shampoo,milk,poultry,flour,poultry,dinner rolls,,,,,
1120,8/7/2001,milk,beef,ice cream,dinner rolls,cereals,sandwich loaves,laundry detergent,soap,spaghetti sauce,individual meals,laundry detergent,sandwich loaves,sandwich bags,cheeses,soda,sugar,poultry,soap,pasta,tortillas,vegetables,aluminum foil,juice,hand soap,laundry detergent,,,,,,,,,,
1121,8/7/2001,shampoo,dishwashing liquid/detergent,butter,bagels,fruits,shampoo,cheeses,all- purpose,coffee/tea,dinner rolls,laundry detergent,,,,,,,,,,,,,,,,,,,,,,,,
1122,8/8/2001,poultry,fruits,vegetables,soap,fruits,eggs,butter,mixes,spaghetti sauce,poultry,all- purpose,dishwashing liquid/detergent,beef,cheeses,vegetables,laundry detergent,sandwich bags,soda,ice cream,lunch meat,vegetables,,,,,,,,,,,,,,
1123,8/8/2001,vegetables,ice cream,paper towels,pork,mixes,vegetables,aluminum foil,spaghetti sauce,cereals,ice cream,sandwich loaves,toilet paper,toilet paper,eggs,vegetables,pasta,paper towels,,,,,,,,,,,,,,,,,,
1124,8/9/2001,dishwashing liquid/detergent,sandwich loaves,milk,waffles,soda,vegetables,sugar,mixes,soda,milk,yogurt,toilet paper,sandwich loaves,lunch meat,individual meals,waffles,spaghetti sauce,paper towels,shampoo,,,,,,,,,,,,,,,,
1125,8/9/2001,sugar,laundry detergent,bagels,pasta,spaghetti sauce,ice cream,eggs,pasta,cereals,soda,spaghetti sauce,vegetables,waffles,hand soap,pork,individual meals,dinner rolls,paper towels,beef,shampoo,hand soap,soda,vegetables,poultry,waffles,tortillas,vegetables,soda,,,,,,,
1126,8/10/2001,sandwich loaves,tortillas,soap,shampoo,soda,yogurt,cereals,sandwich loaves,sandwich loaves,beef,poultry,all- purpose,fruits,paper towels,tortillas,vegetables,vegetables,lunch meat,,,,,,,,,,,,,,,,,
1127,8/11/2001,fruits,waffles,aluminum foil,beef,beef,sugar,individual meals,beef,yogurt,yogurt,fruits,pork,cereals,paper towels,beef,fruits,mixes,tortillas,cheeses,sandwich bags,laundry detergent,laundry detergent,dinner rolls,coffee/tea,tortillas,lunch meat,sandwich loaves,,,,,,,,
1128,8/12/2001,aluminum foil,shampoo,tortillas,milk,mixes,milk,coffee/tea,cereals,coffee/tea,mixes,all- purpose,soda,tortillas,beef,lunch meat,pork,poultry,soda,poultry,waffles,dishwashing liquid/detergent,fruits,sandwich bags,yogurt,,,,,,,,,,,
1129,8/13/2001,sandwich bags,lunch meat,soap,soda,hand soap,butter,milk,lunch meat,lunch meat,ice cream,butter,lunch meat,dishwashing liquid/detergent,laundry detergent,paper towels,tortillas,coffee/tea,mixes,,,,,,,,,,,,,,,,,
1130,8/13/2001,shampoo,aluminum foil,coffee/tea,spaghetti sauce,lunch meat,cheeses,spaghetti sauce,soda,sugar,spaghetti sauce,ice cream,pasta,vegetables,flour,laundry detergent,all- purpose,vegetables,vegetables,butter,waffles,hand soap,dishwashing liquid/detergent,coffee/tea,juice,bagels,shampoo,poultry,beef,pasta,dinner rolls,milk,toilet paper,dinner rolls,,
1131,8/13/2001,mixes,fruits,coffee/tea,beef,lunch meat,vegetables,sandwich loaves,juice,individual meals,yogurt,pasta,hand soap,cheeses,waffles,vegetables,butter,shampoo,soap,sandwich bags,cereals,yogurt,bagels,laundry detergent,cheeses,shampoo,spaghetti sauce,coffee/tea,beef,vegetables,sandwich loaves,,,,,
1132,8/13/2001,milk,cheeses,toilet paper,toilet paper,juice,all- purpose,fruits,lunch meat,sugar,beef,toilet paper,sugar,pork,beef,laundry detergent,cereals,lunch meat,flour,laundry detergent,shampoo,soap,waffles,coffee/tea,pork,pork,coffee/tea,dinner rolls,individual meals,soap,yogurt,pork,sugar,juice,bagels,
1133,8/14/2001,pork,cereals,individual meals,hand soap,soda,juice,pork,eggs,tortillas,tortillas,flour,,,,,,,,,,,,,,,,,,,,,,,,
1134,8/15/2001,soda,milk,dishwashing liquid/detergent,flour,yogurt,milk,all- purpose,all- purpose,waffles,mixes,cheeses,cheeses,hand soap,aluminum foil,vegetables,vegetables,pork,vegetables,fruits,lunch meat,dinner rolls,vegetables,cheeses,cheeses,ice cream,paper towels,laundry detergent,sandwich bags,sugar,spaghetti sauce,,,,,
1135,8/16/2001,flour,vegetables,toilet paper,juice,waffles,bagels,vegetables,vegetables,dishwashing liquid/detergent,beef,dinner rolls,sandwich bags,sandwich loaves,pork,yogurt,dinner rolls,all- purpose,individual meals,yogurt,shampoo,pasta,vegetables,butter,vegetables,cereals,paper towels,soda,eggs,sandwich loaves,soda,beef,,,,
1136,8/16/2001,yogurt,lunch meat,aluminum foil,shampoo,dinner rolls,toilet paper,sugar,soda,milk,individual meals,soda,vegetables,spaghetti sauce,milk,soda,pork,soda,yogurt,shampoo,sandwich loaves,pasta,bagels,,,,,,,,,,,,,
1137,8/17/2001,hand soap,juice,coffee/tea,shampoo,pasta,dishwashing liquid/detergent,hand soap,soap,pasta,all- purpose,sandwich loaves,sandwich bags,ketchup,waffles,cereals,fruits,soap,tortillas,soap,tortillas,fruits,cereals,waffles,tortillas,lunch meat,bagels,soap,,,,,,,,
1138,8/18/2001,ice cream,yogurt,lunch meat,soap,individual meals,vegetables,shampoo,aluminum foil,milk,waffles,soap,paper towels,flour,shampoo,,,,,,,,,,,,,,,,,,,,,
1139,8/18/2001,ketchup,fruits,soda,pork,yogurt,shampoo,sandwich loaves,sandwich bags,sugar,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
1140,8/18/2001,butter,soda,cheeses,pasta,sandwich bags,bagels,sugar,beef,butter,all- purpose,all- purpose,sandwich loaves,juice,toilet paper,pork,butter,cheeses,tortillas,,,,,,,,,,,,,,,,,
1141,8/19/2001,mixes,aluminum foil,soda,spaghetti sauce,cheeses,cheeses,sandwich bags,vegetables,vegetables,cheeses,toilet paper,waffles,vegetables,all- purpose,flour,soap,ketchup,sandwich bags,waffles,ketchup,tortillas,,,,,,,,,,,,,,
1142,8/19/2001,vegetables,waffles,vegetables,soap,ice cream,lunch meat,individual meals,all- purpose,pasta,paper towels,juice,vegetables,poultry,spaghetti sauce,aluminum foil,dinner rolls,paper towels,dinner rolls,shampoo,bagels,sandwich loaves,bagels,soap,pasta,laundry detergent,aluminum foil,soda,yogurt,fruits,laundry detergent,lunch meat,pork,vegetables,spaghetti sauce,
1143,8/19/2001,yogurt,soap,bagels,tortillas,eggs,sandwich bags,poultry,toilet paper,dishwashing liquid/detergent,pork,cheeses,spaghetti sauce,vegetables,fruits,sandwich bags,individual meals,soda,dishwashing liquid/detergent,individual meals,vegetables,soda,individual meals,vegetables,toilet paper,cheeses,hand soap,poultry,coffee/tea,laundry detergent,toilet paper,milk,vegetables,cereals,,
1144,8/20/2001,laundry detergent,laundry detergent,pasta,hand soap,eggs,milk,hand soap,waffles,beef,bagels,sandwich bags,soda,juice,soap,cereals,ketchup,aluminum foil,sugar,dinner rolls,vegetables,tortillas,waffles,sandwich loaves,individual meals,yogurt,cereals,,,,,,,,,
1145,8/20/2001,spaghetti sauce,all- purpose,ketchup,yogurt,ice cream,soda,ice cream,vegetables,vegetables,laundry detergent,ice cream,vegetables,spaghetti sauce,soap,vegetables,waffles,juice,aluminum foil,spaghetti sauce,dinner rolls,toilet paper,poultry,sandwich loaves,individual meals,mixes,paper towels,all- purpose,mixes,,,,,,,
1146,8/21/2001,vegetables,coffee/tea,sandwich loaves,juice,bagels,individual meals,juice,spaghetti sauce,shampoo,butter,sandwich bags,tortillas,poultry,,,,,,,,,,,,,,,,,,,,,,
1147,8/21/2001,aluminum foil,juice,tortillas,aluminum foil,fruits,ice cream,eggs,milk,bagels,cereals,shampoo,ice cream,beef,pork,individual meals,fruits,paper towels,hand soap,soda,paper towels,ketchup,sandwich loaves,sandwich bags,toilet paper,,,,,,,,,,,
1148,8/22/2001,all- purpose,aluminum foil,fruits,ice cream,sandwich loaves,tortillas,cereals,cereals,paper towels,aluminum foil,vegetables,cereals,toilet paper,cereals,milk,mixes,sugar,,,,,,,,,,,,,,,,,,
1149,8/22/2001,cereals,poultry,yogurt,eggs,soap,sugar,ice cream,shampoo,yogurt,waffles,milk,bagels,soda,bagels,cereals,yogurt,soap,lunch meat,waffles,dishwashing liquid/detergent,vegetables,sandwich bags,milk,fruits,soap,milk,butter,laundry detergent,sandwich loaves,yogurt,milk,bagels,vegetables,,
1150,8/22/2001,aluminum foil,individual meals,beef,lunch meat,ice cream,individual meals,cheeses,vegetables,vegetables,coffee/tea,cereals,eggs,,,,,,,,,,,,,,,,,,,,,,,
1151,8/23/2001,fruits,bagels,poultry,yogurt,aluminum foil,mixes,cheeses,laundry detergent,vegetables,vegetables,pork,waffles,vegetables,sandwich bags,ketchup,shampoo,cheeses,,,,,,,,,,,,,,,,,,
1152,8/24/2001,milk,ice cream,poultry,mixes,aluminum foil,pasta,laundry detergent,laundry detergent,sugar,cereals,vegetables,pork,spaghetti sauce,mixes,flour,yogurt,butter,poultry,,,,,,,,,,,,,,,,,
1153,8/25/2001,tortillas,yogurt,sugar,yogurt,ketchup,tortillas,mixes,juice,bagels,coffee/tea,ice cream,shampoo,dinner rolls,all- purpose,butter,individual meals,coffee/tea,ice cream,flour,lunch meat,spaghetti sauce,sugar,bagels,ice cream,cheeses,poultry,,,,,,,,,
1154,8/26/2001,juice,toilet paper,juice,sugar,shampoo,eggs,waffles,ice cream,hand soap,beef,vegetables,,,,,,,,,,,,,,,,,,,,,,,,
1155,8/27/2001,soap,shampoo,laundry detergent,spaghetti sauce,mixes,sandwich loaves,aluminum foil,juice,cereals,eggs,shampoo,poultry,juice,yogurt,cereals,,,,,,,,,,,,,,,,,,,,
1156,8/28/2001,spaghetti sauce,mixes,milk,soda,poultry,sugar,milk,sandwich bags,fruits,bagels,sugar,laundry detergent,tortillas,poultry,sugar,ketchup,fruits,lunch meat,vegetables,dishwashing liquid/detergent,pork,laundry detergent,paper towels,milk,,,,,,,,,,,
1157,8/29/2001,flour,eggs,fruits,individual meals,tortillas,flour,ice cream,aluminum foil,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,8/30/2001,butter,toilet paper,sandwich bags,bagels,waffles,cereals,mixes,dishwashing liquid/detergent,lunch meat,cheeses,sandwich loaves,tortillas,flour,soda,cheeses,mixes,toilet paper,individual meals,all- purpose,pork,,,,,,,,,,,,,,,
1159,8/31/2001,aluminum foil,waffles,spaghetti sauce,poultry,vegetables,beef,vegetables,flour,coffee/tea,ketchup,vegetables,cereals,pasta,eggs,spaghetti sauce,dinner rolls,cheeses,juice,pasta,lunch meat,hand soap,butter,vegetables,,,,,,,,,,,,
1160,9/1/2001,laundry detergent,butter,eggs,aluminum foil,cereals,cheeses,fruits,aluminum foil,cereals,dinner rolls,aluminum foil,mixes,pork,soap,shampoo,sugar,vegetables,pasta,tortillas,pasta,flour,milk,aluminum foil,sugar,vegetables,,,,,,,,,,
1161,9/1/2001,pork,dishwashing liquid/detergent,cereals,fruits,pasta,ketchup,poultry,aluminum foil,aluminum foil,individual meals,yogurt,waffles,butter,paper towels,all- purpose,ketchup,soda,soap,soap,individual meals,soda,,,,,,,,,,,,,,
1162,9/2/2001,dishwashing liquid/detergent,dishwashing liquid/detergent,poultry,dinner rolls,bagels,fruits,shampoo,ketchup,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,9/3/2001,bagels,beef,shampoo,vegetables,waffles,lunch meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,9/4/2001,cheeses,vegetables,dinner rolls,hand soap,waffles,vegetables,butter,vegetables,flour,beef,ice cream,butter,individual meals,vegetables,cheeses,flour,sugar,vegetables,soda,lunch meat,hand soap,cereals,eggs,laundry detergent,yogurt,eggs,,,,,,,,,
1165,9/4/2001,waffles,bagels,poultry,dishwashing liquid/detergent,coffee/tea,eggs,bagels,mixes,all- purpose,bagels,ice cream,soda,vegetables,vegetables,sandwich loaves,soda,all- purpose,cheeses,cheeses,bagels,individual meals,poultry,waffles,sugar,soda,aluminum foil,ice cream,vegetables,ketchup,shampoo,,,,,
1166,9/5/2001,vegetables,spaghetti sauce,lunch meat,dinner rolls,mixes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,9/6/2001,vegetables,sandwich loaves,yogurt,spaghetti sauce,aluminum foil,poultry,soda,flour,flour,ketchup,individual meals,cheeses,vegetables,toilet paper,soap,all- purpose,toilet paper,juice,beef,shampoo,vegetables,all- purpose,dinner rolls,cheeses,ketchup,eggs,soda,beef,milk,poultry,pasta,milk,poultry,vegetables,
1168,9/6/2001,yogurt,dishwashing liquid/detergent,vegetables,poultry,vegetables,milk,mixes,bagels,sandwich loaves,pasta,ice cream,individual meals,hand soap,lunch meat,dishwashing liquid/detergent,dishwashing liquid/detergent,paper towels,hand soap,fruits,beef,aluminum foil,eggs,cereals,beef,dinner rolls,waffles,dinner rolls,spaghetti sauce,,,,,,,
1169,9/7/2001,yogurt,cereals,waffles,tortillas,spaghetti sauce,toilet paper,dishwashing liquid/detergent,toilet paper,individual meals,pork,toilet paper,poultry,spaghetti sauce,hand soap,fruits,pork,dishwashing liquid/detergent,shampoo,toilet paper,beef,juice,shampoo,toilet paper,lunch meat,waffles,vegetables,spaghetti sauce,ketchup,poultry,,,,,,
1170,9/7/2001,vegetables,bagels,individual meals,sandwich bags,vegetables,vegetables,vegetables,ketchup,laundry detergent,soda,shampoo,flour,tortillas,yogurt,waffles,laundry detergent,laundry detergent,cereals,,,,,,,,,,,,,,,,,
1171,9/8/2001,juice,ice cream,tortillas,soda,hand soap,tortillas,bagels,sandwich bags,sandwich bags,milk,sandwich bags,shampoo,,,,,,,,,,,,,,,,,,,,,,,
1172,9/8/2001,tortillas,sugar,waffles,ketchup,fruits,butter,flour,dinner rolls,vegetables,vegetables,spaghetti sauce,aluminum foil,eggs,,,,,,,,,,,,,,,,,,,,,,
1173,9/9/2001,dishwashing liquid/detergent,sandwich loaves,paper towels,lunch meat,sandwich loaves,flour,laundry detergent,soda,tortillas,soda,waffles,paper towels,sugar,vegetables,dinner rolls,individual meals,all- purpose,vegetables,,,,,,,,,,,,,,,,,
1174,9/9/2001,eggs,yogurt,cheeses,coffee/tea,coffee/tea,vegetables,dinner rolls,cereals,dinner rolls,laundry detergent,lunch meat,vegetables,lunch meat,tortillas,cereals,vegetables,coffee/tea,juice,bagels,laundry detergent,ketchup,yogurt,aluminum foil,pork,sandwich bags,shampoo,,,,,,,,,
1175,9/10/2001,shampoo,sugar,toilet paper,soap,lunch meat,butter,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,9/11/2001,tortillas,sandwich loaves,soap,soap,sandwich loaves,laundry detergent,milk,eggs,ice cream,pork,toilet paper,soda,sandwich loaves,mixes,,,,,,,,,,,,,,,,,,,,,
1177,9/11/2001,toilet paper,ice cream,laundry detergent,juice,cereals,ice cream,coffee/tea,ketchup,all- purpose,shampoo,soda,milk,dinner rolls,vegetables,tortillas,dinner rolls,lunch meat,dishwashing liquid/detergent,spaghetti sauce,milk,yogurt,eggs,paper towels,vegetables,lunch meat,sandwich loaves,yogurt,,,,,,,,
1178,9/11/2001,ketchup,vegetables,fruits,vegetables,beef,ketchup,milk,paper towels,milk,soap,vegetables,soda,all- purpose,waffles,pork,poultry,beef,aluminum foil,vegetables,fruits,vegetables,eggs,soda,spaghetti sauce,ice cream,toilet paper,sugar,pasta,ketchup,vegetables,tortillas,hand soap,milk,all- purpose,
1179,9/11/2001,soda,yogurt,soda,soap,waffles,aluminum foil,soap,pork,cereals,coffee/tea,paper towels,cheeses,eggs,flour,,,,,,,,,,,,,,,,,,,,,
1180,9/12/2001,dinner rolls,sugar,milk,coffee/tea,hand soap,aluminum foil,dinner rolls,poultry,mixes,laundry detergent,butter,vegetables,ketchup,lunch meat,butter,ice cream,,,,,,,,,,,,,,,,,,,
1181,9/12/2001,soap,toilet paper,toilet paper,toilet paper,lunch meat,soda,individual meals,waffles,soda,pork,dishwashing liquid/detergent,coffee/tea,ice cream,butter,eggs,ice cream,individual meals,juice,flour,juice,,,,,,,,,,,,,,,
1182,9/12/2001,mixes,spaghetti sauce,waffles,cheeses,pork,cereals,coffee/tea,cereals,sandwich bags,cheeses,aluminum foil,poultry,sandwich loaves,lunch meat,bagels,soap,vegetables,beef,,,,,,,,,,,,,,,,,
1183,9/13/2001,dinner rolls,hand soap,dishwashing liquid/detergent,waffles,laundry detergent,flour,vegetables,cereals,shampoo,ice cream,shampoo,sugar,all- purpose,yogurt,milk,mixes,individual meals,lunch meat,butter,fruits,hand soap,sandwich loaves,dishwashing liquid/detergent,cereals,,,,,,,,,,,
1184,9/14/2001,vegetables,lunch meat,juice,lunch meat,vegetables,butter,waffles,toilet paper,spaghetti sauce,pork,bagels,beef,pork,shampoo,mixes,sugar,dinner rolls,ketchup,flour,pork,poultry,all- purpose,vegetables,bagels,sandwich bags,fruits,butter,soap,all- purpose,flour,aluminum foil,,,,
1185,9/15/2001,laundry detergent,individual meals,lunch meat,poultry,hand soap,eggs,dinner rolls,paper towels,yogurt,toilet paper,ice cream,all- purpose,sugar,vegetables,milk,pasta,,,,,,,,,,,,,,,,,,,
1186,9/15/2001,butter,hand soap,individual meals,beef,yogurt,tortillas,mixes,vegetables,cereals,toilet paper,lunch meat,aluminum foil,vegetables,yogurt,vegetables,flour,,,,,,,,,,,,,,,,,,,
1187,9/16/2001,coffee/tea,tortillas,beef,cereals,ketchup,poultry,sandwich bags,poultry,all- purpose,vegetables,pasta,pasta,individual meals,paper towels,juice,pasta,poultry,,,,,,,,,,,,,,,,,,
